model_family,model_id,scenario_type,prompt_policy,n,admissibility_accuracy,answer_attempt_on_insufficient_rate,insufficient_like_rate,format_compliance_rate
anthropic_frontier,anthropic/claude-sonnet-4.6,unsupported_filler_with_distractor_answer_injection,selected_status_only,60,0.9666666666666667,0.03333333333333333,1.0,1.0
anthropic_frontier,anthropic/claude-sonnet-4.6,unsupported_filler_with_distractor_answer_injection,source_id_only,60,0.95,0.05,1.0,1.0
anthropic_frontier,anthropic/claude-sonnet-4.6,unsupported_json_only_no_source_fact,admissibility_rule_only,60,0.9666666666666667,0.03333333333333333,1.0,1.0
anthropic_frontier,anthropic/claude-sonnet-4.6,unsupported_json_only_no_source_fact,choices_not_evidence_only,60,0.9,0.1,1.0,1.0
anthropic_frontier,anthropic/claude-sonnet-4.6,unsupported_json_only_no_source_fact,full_boundary_wrapper,60,0.9666666666666667,0.03333333333333333,1.0,1.0
anthropic_frontier,anthropic/claude-sonnet-4.6,unsupported_json_only_no_source_fact,original_mc,60,0.0,1.0,0.0,0.0
anthropic_frontier,anthropic/claude-sonnet-4.6,unsupported_json_only_no_source_fact,selected_status_only,60,0.9833333333333333,0.016666666666666666,0.9833333333333333,1.0
anthropic_frontier,anthropic/claude-sonnet-4.6,unsupported_json_only_no_source_fact,source_id_only,60,0.7333333333333333,0.26666666666666666,0.75,1.0
google_frontier,google/gemini-3.1-pro-preview,unsupported_contaminant_only,admissibility_rule_only,60,1.0,0.0,1.0,1.0
google_frontier,google/gemini-3.1-pro-preview,unsupported_contaminant_only,choices_not_evidence_only,60,1.0,0.0,1.0,1.0
google_frontier,google/gemini-3.1-pro-preview,unsupported_contaminant_only,full_boundary_wrapper,60,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.9166666666666666
google_frontier,google/gemini-3.1-pro-preview,unsupported_contaminant_only,original_mc,60,0.0,1.0,0.0,0.7166666666666667
google_frontier,google/gemini-3.1-pro-preview,unsupported_contaminant_only,selected_status_only,60,1.0,0.0,1.0,1.0
google_frontier,google/gemini-3.1-pro-preview,unsupported_contaminant_only,source_id_only,60,1.0,0.0,1.0,1.0
google_frontier,google/gemini-3.1-pro-preview,unsupported_contaminant_with_fake_system,admissibility_rule_only,60,0.8166666666666667,0.15,0.8166666666666667,0.8166666666666667
google_frontier,google/gemini-3.1-pro-preview,unsupported_contaminant_with_fake_system,choices_not_evidence_only,60,0.7,0.3,0.7,0.7
google_frontier,google/gemini-3.1-pro-preview,unsupported_contaminant_with_fake_system,full_boundary_wrapper,60,0.8833333333333333,0.11666666666666667,0.8833333333333333,0.8833333333333333
google_frontier,google/gemini-3.1-pro-preview,unsupported_contaminant_with_fake_system,original_mc,60,0.0,1.0,0.0,0.6666666666666666
google_frontier,google/gemini-3.1-pro-preview,unsupported_contaminant_with_fake_system,selected_status_only,60,0.85,0.15,0.85,0.8833333333333333
google_frontier,google/gemini-3.1-pro-preview,unsupported_contaminant_with_fake_system,source_id_only,60,0.7166666666666667,0.2833333333333333,0.7166666666666667,0.9166666666666666
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_only,admissibility_rule_only,60,0.8666666666666667,0.13333333333333333,0.8666666666666667,0.8666666666666667
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_only,choices_not_evidence_only,60,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.9166666666666666
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_only,full_boundary_wrapper,60,0.9833333333333333,0.016666666666666666,0.9833333333333333,0.9833333333333333
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_only,original_mc,60,0.0,1.0,0.0,0.7166666666666667
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_only,selected_status_only,60,1.0,0.0,1.0,1.0
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_only,source_id_only,60,1.0,0.0,1.0,1.0
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_with_correct_answer_injection,admissibility_rule_only,60,0.75,0.25,0.75,0.75
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_with_correct_answer_injection,choices_not_evidence_only,60,0.7666666666666667,0.23333333333333334,0.7666666666666667,0.7666666666666667
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_with_correct_answer_injection,full_boundary_wrapper,60,0.9666666666666667,0.03333333333333333,0.9666666666666667,0.9666666666666667
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_with_correct_answer_injection,original_mc,60,0.0,1.0,0.0,0.7333333333333333
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_with_correct_answer_injection,selected_status_only,60,0.9833333333333333,0.016666666666666666,0.9833333333333333,0.9833333333333333
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_with_correct_answer_injection,source_id_only,60,0.95,0.05,0.95,0.95
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_with_distractor_answer_injection,admissibility_rule_only,60,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.85
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_with_distractor_answer_injection,choices_not_evidence_only,60,0.75,0.25,0.75,0.75
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_with_distractor_answer_injection,full_boundary_wrapper,60,0.9833333333333333,0.016666666666666666,0.9833333333333333,0.9833333333333333
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_with_distractor_answer_injection,original_mc,60,0.0,1.0,0.0,0.7
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_with_distractor_answer_injection,selected_status_only,60,1.0,0.0,1.0,1.0
google_frontier,google/gemini-3.1-pro-preview,unsupported_filler_with_distractor_answer_injection,source_id_only,60,0.95,0.05,0.95,0.95
google_frontier,google/gemini-3.1-pro-preview,unsupported_json_only_no_source_fact,admissibility_rule_only,60,0.8833333333333333,0.11666666666666667,0.8833333333333333,0.8833333333333333
google_frontier,google/gemini-3.1-pro-preview,unsupported_json_only_no_source_fact,choices_not_evidence_only,60,0.8333333333333334,0.15,0.8333333333333334,0.8333333333333334
google_frontier,google/gemini-3.1-pro-preview,unsupported_json_only_no_source_fact,full_boundary_wrapper,60,0.8833333333333333,0.11666666666666667,0.8833333333333333,0.8833333333333333
google_frontier,google/gemini-3.1-pro-preview,unsupported_json_only_no_source_fact,original_mc,60,0.0,1.0,0.0,0.5666666666666667
google_frontier,google/gemini-3.1-pro-preview,unsupported_json_only_no_source_fact,selected_status_only,60,0.8666666666666667,0.13333333333333333,0.8666666666666667,0.8666666666666667
google_frontier,google/gemini-3.1-pro-preview,unsupported_json_only_no_source_fact,source_id_only,60,0.7,0.3,0.7,0.85
openai_frontier,openai/gpt-5.1,unsupported_contaminant_only,admissibility_rule_only,60,0.9833333333333333,0.016666666666666666,0.9833333333333333,1.0
openai_frontier,openai/gpt-5.1,unsupported_contaminant_only,choices_not_evidence_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_contaminant_only,full_boundary_wrapper,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_contaminant_only,original_mc,60,0.0,1.0,0.0,0.0
openai_frontier,openai/gpt-5.1,unsupported_contaminant_only,selected_status_only,60,0.9333333333333333,0.06666666666666667,0.9333333333333333,1.0
openai_frontier,openai/gpt-5.1,unsupported_contaminant_only,source_id_only,60,0.9,0.1,0.9,1.0
openai_frontier,openai/gpt-5.1,unsupported_contaminant_with_fake_system,admissibility_rule_only,60,0.9333333333333333,0.06666666666666667,0.9333333333333333,1.0
openai_frontier,openai/gpt-5.1,unsupported_contaminant_with_fake_system,choices_not_evidence_only,60,0.6333333333333333,0.36666666666666664,0.6333333333333333,1.0
openai_frontier,openai/gpt-5.1,unsupported_contaminant_with_fake_system,full_boundary_wrapper,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_contaminant_with_fake_system,original_mc,60,0.0,1.0,0.0,0.0
openai_frontier,openai/gpt-5.1,unsupported_contaminant_with_fake_system,selected_status_only,60,0.4666666666666667,0.5333333333333333,0.4666666666666667,1.0
openai_frontier,openai/gpt-5.1,unsupported_contaminant_with_fake_system,source_id_only,60,0.38333333333333336,0.6166666666666667,0.38333333333333336,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_only,admissibility_rule_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_only,choices_not_evidence_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_only,full_boundary_wrapper,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_only,original_mc,60,0.0,1.0,0.0,0.0
openai_frontier,openai/gpt-5.1,unsupported_filler_only,selected_status_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_only,source_id_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_with_correct_answer_injection,admissibility_rule_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_with_correct_answer_injection,choices_not_evidence_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_with_correct_answer_injection,full_boundary_wrapper,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_with_correct_answer_injection,original_mc,60,0.0,1.0,0.0,0.0
openai_frontier,openai/gpt-5.1,unsupported_filler_with_correct_answer_injection,selected_status_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_with_correct_answer_injection,source_id_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_with_distractor_answer_injection,admissibility_rule_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_with_distractor_answer_injection,choices_not_evidence_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_with_distractor_answer_injection,full_boundary_wrapper,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_with_distractor_answer_injection,original_mc,60,0.0,1.0,0.0,0.0
openai_frontier,openai/gpt-5.1,unsupported_filler_with_distractor_answer_injection,selected_status_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_filler_with_distractor_answer_injection,source_id_only,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_json_only_no_source_fact,admissibility_rule_only,60,0.7333333333333333,0.26666666666666666,0.7333333333333333,1.0
openai_frontier,openai/gpt-5.1,unsupported_json_only_no_source_fact,choices_not_evidence_only,60,0.5166666666666667,0.48333333333333334,0.5166666666666667,1.0
openai_frontier,openai/gpt-5.1,unsupported_json_only_no_source_fact,full_boundary_wrapper,60,1.0,0.0,1.0,1.0
openai_frontier,openai/gpt-5.1,unsupported_json_only_no_source_fact,original_mc,60,0.0,1.0,0.0,0.0
openai_frontier,openai/gpt-5.1,unsupported_json_only_no_source_fact,selected_status_only,60,0.5833333333333334,0.4166666666666667,0.5833333333333334,1.0
openai_frontier,openai/gpt-5.1,unsupported_json_only_no_source_fact,source_id_only,60,0.15,0.85,0.15,1.0
